日期,幣別,即期買入匯率,即期賣出匯率
20210318,USD,28.265,28.365
20210318,HKD,3.616,3.676
20210318,GBP,39.34,39.74
20210318,AUD,21.99,22.19
20210318,CAD,22.72,22.92
20210318,SGD,21,21.18
20210318,CHF,30.44,30.69
20210318,JPY,0.2574,0.2614
20210318,ZAR,1.881,1.961
20210318,SEK,3.29,3.39
20210318,NZD,20.38,20.58
20210318,THB,0.9041,0.9441
20210318,EUR,33.63,34.03
20210318,CNY,4.33,4.38
20210317,USD,28.23,28.33
20210317,HKD,3.611,3.671
20210317,GBP,39.17,39.57
20210317,AUD,21.75,21.95
20210317,CAD,22.6,22.8
20210317,SGD,20.91,21.09
20210317,CHF,30.38,30.63
20210317,JPY,0.2571,0.2611
20210317,ZAR,1.848,1.928
20210317,SEK,3.27,3.37
20210317,NZD,20.21,20.41
20210317,THB,0.9028,0.9428
20210317,EUR,33.43,33.83
20210317,CNY,4.322,4.372
20210316,USD,28.215,28.315
20210316,HKD,3.609,3.669
20210316,GBP,38.9,39.3
20210316,AUD,21.72,21.92
20210316,CAD,22.52,22.72
20210316,SGD,20.9,21.08
20210316,CHF,30.3,30.55
20210316,JPY,0.2567,0.2607
20210316,ZAR,1.855,1.935
20210316,SEK,3.27,3.37
20210316,NZD,20.2,20.4
20210316,THB,0.9043,0.9443
20210316,EUR,33.48,33.88
20210316,CNY,4.321,4.371
20210315,USD,28.18,28.28
20210315,HKD,3.605,3.665
20210315,GBP,39.11,39.51
20210315,AUD,21.73,21.93
20210315,CAD,22.53,22.73
20210315,SGD,20.88,21.06
20210315,CHF,30.2,30.45
20210315,JPY,0.2567,0.2607
20210315,ZAR,1.843,1.923
20210315,SEK,3.27,3.37
20210315,NZD,20.2,20.4
20210315,THB,0.9024,0.9424
20210315,EUR,33.46,33.86
20210315,CNY,4.312,4.362
20210312,USD,28.12,28.22
20210312,HKD,3.599,3.659
20210312,GBP,39.1,39.5
20210312,AUD,21.74,21.94
20210312,CAD,22.34,22.54
20210312,SGD,20.86,21.04
20210312,CHF,30.21,30.46
20210312,JPY,0.2564,0.2604
20210312,ZAR,1.843,1.923
20210312,SEK,3.27,3.37
20210312,NZD,20.16,20.36
20210312,THB,0.9021,0.9421
20210312,EUR,33.45,33.85
20210312,CNY,4.309,4.359
20210311,USD,28.155,28.255
20210311,HKD,3.605,3.665
20210311,GBP,39.14,39.54
20210311,AUD,21.82,22.02
20210311,CAD,22.29,22.49
20210311,SGD,20.93,21.11
20210311,CHF,30.22,30.47
20210311,JPY,0.2575,0.2615
20210311,ZAR,1.842,1.922
20210311,SEK,3.29,3.39
20210311,NZD,20.28,20.48
20210311,THB,0.9067,0.9467
20210311,EUR,33.48,33.88
20210311,CNY,4.315,4.365
20210310,USD,28.255,28.355
20210310,HKD,3.616,3.676
20210310,GBP,39.11,39.51
20210310,AUD,21.66,21.86
20210310,CAD,22.25,22.45
20210310,SGD,20.92,21.1
20210310,CHF,30.33,30.58
20210310,JPY,0.2583,0.2623
20210310,ZAR,1.815,1.895
20210310,SEK,3.28,3.38
20210310,NZD,20.16,20.36
20210310,THB,0.9045,0.9445
20210310,EUR,33.44,33.84
20210310,CNY,4.32,4.37
20210309,USD,28.31,28.41
20210309,HKD,3.621,3.681
20210309,GBP,39.16,39.56
20210309,AUD,21.66,21.86
20210309,CAD,22.33,22.53
20210309,SGD,20.97,21.15
20210309,CHF,30.22,30.47
20210309,JPY,0.2587,0.2627
20210309,ZAR,1.803,1.883
20210309,SEK,3.27,3.37
20210309,NZD,20.15,20.35
20210309,THB,0.9054,0.9454
20210309,EUR,33.5,33.9
20210309,CNY,4.317,4.367
20210308,USD,28.22,28.32
20210308,HKD,3.609,3.669
20210308,GBP,38.92,39.32
20210308,AUD,21.6,21.8
20210308,CAD,22.22,22.42
20210308,SGD,20.9,21.08
20210308,CHF,30.18,30.43
20210308,JPY,0.2586,0.2626
20210308,ZAR,1.789,1.869
20210308,SEK,3.26,3.36
20210308,NZD,20.09,20.29
20210308,THB,0.9049,0.9449
20210308,EUR,33.41,33.81
20210308,CNY,4.299,4.349
20210305,USD,28.2,28.3
20210305,HKD,3.61,3.67
20210305,GBP,39,39.4
20210305,AUD,21.65,21.85
20210305,CAD,22.22,22.42
20210305,SGD,21.02,21.2
20210305,CHF,30.25,30.5
20210305,JPY,0.2589,0.2629
20210305,ZAR,1.809,1.889
20210305,SEK,3.27,3.37
20210305,NZD,20.13,20.33
20210305,THB,0.9124,0.9524
20210305,EUR,33.57,33.97
20210305,CNY,4.331,4.381
20210304,USD,28.19,28.29
20210304,HKD,3.61,3.67
20210304,GBP,39.24,39.64
20210304,AUD,21.94,22.14
20210304,CAD,22.25,22.45
20210304,SGD,21.13,21.31
20210304,CHF,30.54,30.79
20210304,JPY,0.2616,0.2656
20210304,ZAR,1.834,1.914
20210304,SEK,3.31,3.41
20210304,NZD,20.42,20.62
20210304,THB,0.9157,0.9557
20210304,EUR,33.85,34.25
20210304,CNY,4.336,4.386
20210303,USD,28.18,28.28
20210303,HKD,3.609,3.669
20210303,GBP,39.28,39.68
20210303,AUD,21.99,22.19
20210303,CAD,22.28,22.48
20210303,SGD,21.15,21.33
20210303,CHF,30.72,30.97
20210303,JPY,0.2623,0.2663
20210303,ZAR,1.855,1.935
20210303,SEK,3.32,3.42
20210303,NZD,20.48,20.68
20210303,THB,0.9168,0.9568
20210303,EUR,33.93,34.33
20210303,CNY,4.342,4.392
20210302,USD,28.24,28.34
20210302,HKD,3.616,3.676
20210302,GBP,39.08,39.48
20210302,AUD,21.8,22
20210302,CAD,22.2,22.4
20210302,SGD,21.14,21.32
20210302,CHF,30.72,30.97
20210302,JPY,0.2628,0.2668
20210302,ZAR,1.84,1.92
20210302,SEK,3.3,3.4
20210302,NZD,20.32,20.52
20210302,THB,0.9165,0.9565
20210302,EUR,33.77,34.17
20210302,CNY,4.341,4.391
20210226,USD,28.23,28.33
20210226,HKD,3.616,3.676
20210226,GBP,39.15,39.55
20210226,AUD,22.02,22.22
20210226,CAD,22.29,22.49
20210226,SGD,21.21,21.39
20210226,CHF,31.12,31.37
20210226,JPY,0.2647,0.2687
20210226,ZAR,1.853,1.933
20210226,SEK,3.35,3.45
20210226,NZD,20.65,20.85
20210226,THB,0.9178,0.9578
20210226,EUR,34.13,34.53
20210226,CNY,4.34,4.39
20210225,USD,28.18,28.28
20210225,HKD,3.61,3.67
20210225,GBP,39.78,40.18
20210225,AUD,22.45,22.65
20210225,CAD,22.5,22.7
20210225,SGD,21.34,21.52
20210225,CHF,31.04,31.29
20210225,JPY,0.2642,0.2682
20210225,ZAR,1.9,1.98
20210225,SEK,3.38,3.48
20210225,NZD,20.92,21.12
20210225,THB,0.9238,0.9638
20210225,EUR,34.21,34.61
20210225,CNY,4.352,4.402
20210224,USD,28.23,28.33
20210224,HKD,3.616,3.676
20210224,GBP,39.93,40.33
20210224,AUD,22.3,22.5
20210224,CAD,22.39,22.59
20210224,SGD,21.34,21.52
20210224,CHF,31.09,31.34
20210224,JPY,0.266,0.27
20210224,ZAR,1.904,1.984
20210224,SEK,3.37,3.47
20210224,NZD,20.77,20.97
20210224,THB,0.9264,0.9664
20210224,EUR,34.19,34.59
20210224,CNY,4.353,4.403
20210223,USD,28.22,28.32
20210223,HKD,3.616,3.676
20210223,GBP,39.64,40.04
20210223,AUD,22.27,22.47
20210223,CAD,22.35,22.55
20210223,SGD,21.32,21.5
20210223,CHF,31.4,31.65
20210223,JPY,0.2668,0.2708
20210223,ZAR,1.893,1.973
20210223,SEK,3.37,3.47
20210223,NZD,20.58,20.78
20210223,THB,0.927,0.967
20210223,EUR,34.2,34.6
20210223,CNY,4.349,4.399
20210222,USD,28.26,28.36
20210222,HKD,3.621,3.681
20210222,GBP,39.43,39.83
20210222,AUD,22.17,22.37
20210222,CAD,22.3,22.5
20210222,SGD,21.28,21.46
20210222,CHF,31.33,31.58
20210222,JPY,0.2656,0.2696
20210222,ZAR,1.869,1.949
20210222,SEK,3.37,3.47
20210222,NZD,20.55,20.75
20210222,THB,0.9277,0.9677
20210222,EUR,34.09,34.49
20210222,CNY,4.349,4.399
20210220,USD,28.26,28.36
20210220,HKD,3.62,3.68
20210220,GBP,39.5,39.9
20210220,AUD,22.12,22.32
20210220,CAD,22.35,22.55
20210220,SGD,21.29,21.47
20210220,CHF,31.45,31.7
20210220,JPY,0.2669,0.2709
20210220,ZAR,1.892,1.972
20210220,SEK,3.37,3.47
20210220,NZD,20.59,20.79
20210220,THB,0.9296,0.9696
20210220,EUR,34.11,34.51
20210220,CNY,4.357,4.407
20210219,USD,28.26,28.36
20210219,HKD,3.621,3.681
20210219,GBP,39.41,39.81
20210219,AUD,21.99,22.19
20210219,CAD,22.22,22.42
20210219,SGD,21.28,21.46
20210219,CHF,31.49,31.74
20210219,JPY,0.2661,0.2701
20210219,ZAR,1.905,1.985
20210219,SEK,3.37,3.47
20210219,NZD,20.4,20.6
20210219,THB,0.9286,0.9686
20210219,EUR,34.09,34.49
20210219,CNY,4.363,4.413
20210218,USD,28.25,28.35
20210218,HKD,3.62,3.68
20210218,GBP,39.06,39.46
20210218,AUD,21.85,22.05
20210218,CAD,22.18,22.38
20210218,SGD,21.22,21.4
20210218,CHF,31.36,31.61
20210218,JPY,0.2655,0.2695
20210218,ZAR,1.886,1.966
20210218,SEK,3.36,3.46
20210218,NZD,20.24,20.44
20210218,THB,0.928,0.968
20210218,EUR,33.9,34.3
20210218,CNY,4.357,4.407
20210217,USD,28.3,28.4
20210217,HKD,3.626,3.686
20210217,GBP,39.17,39.57
20210217,AUD,21.86,22.06
20210217,CAD,22.22,22.42
20210217,SGD,21.24,21.42
20210217,CHF,31.54,31.79
20210217,JPY,0.2654,0.2694
20210217,ZAR,1.884,1.964
20210217,SEK,3.37,3.47
20210217,NZD,20.27,20.47
20210217,THB,0.9298,0.9698
20210217,EUR,34.04,34.44
20210217,CNY,4.373,4.423
20210209,USD,28.32,28.42
20210209,HKD,3.629,3.689
20210209,GBP,38.92,39.32
20210209,AUD,21.8,22
20210209,CAD,22.2,22.4
20210209,SGD,21.25,21.43
20210209,CHF,31.54,31.79
20210209,JPY,0.2688,0.2728
20210209,ZAR,1.871,1.951
20210209,SEK,3.35,3.45
20210209,NZD,20.45,20.65
20210209,THB,0.9314,0.9714
20210209,EUR,34.08,34.48
20210209,CNY,4.379,4.429
20210208,USD,28.32,28.42
20210208,HKD,3.629,3.689
20210208,GBP,38.78,39.18
20210208,AUD,21.67,21.87
20210208,CAD,22.13,22.33
20210208,SGD,21.18,21.36
20210208,CHF,31.39,31.64
20210208,JPY,0.267,0.271
20210208,ZAR,1.86,1.94
20210208,SEK,3.34,3.44
20210208,NZD,20.33,20.53
20210208,THB,0.9294,0.9694
20210208,EUR,33.97,34.37
20210208,CNY,4.371,4.421
20210205,USD,28.31,28.41
20210205,HKD,3.628,3.688
20210205,GBP,38.62,39.02
20210205,AUD,21.46,21.66
20210205,CAD,22.05,22.25
20210205,SGD,21.1,21.28
20210205,CHF,31.24,31.49
20210205,JPY,0.2669,0.2709
20210205,ZAR,1.855,1.935
20210205,SEK,3.31,3.41
20210205,NZD,20.2,20.4
20210205,THB,0.9267,0.9667
20210205,EUR,33.74,34.14
20210205,CNY,4.351,4.401
20210204,USD,28.3,28.4
20210204,HKD,3.626,3.686
20210204,GBP,38.36,38.76
20210204,AUD,21.54,21.74
20210204,CAD,22.08,22.28
20210204,SGD,21.15,21.33
20210204,CHF,31.35,31.6
20210204,JPY,0.2676,0.2716
20210204,ZAR,1.853,1.933
20210204,SEK,3.32,3.42
20210204,NZD,20.32,20.52
20210204,THB,0.9285,0.9685
20210204,EUR,33.86,34.26
20210204,CNY,4.362,4.412
20210203,USD,28.3,28.4
20210203,HKD,3.627,3.687
20210203,GBP,38.59,38.99
20210203,AUD,21.51,21.71
20210203,CAD,22.1,22.3
20210203,SGD,21.2,21.38
20210203,CHF,31.43,31.68
20210203,JPY,0.2679,0.2719
20210203,ZAR,1.855,1.935
20210203,SEK,3.33,3.43
20210203,NZD,20.37,20.57
20210203,THB,0.9287,0.9687
20210203,EUR,33.95,34.35
20210203,CNY,4.363,4.413
20210202,USD,28.31,28.41
20210202,HKD,3.628,3.688
20210202,GBP,38.63,39.03
20210202,AUD,21.49,21.69
20210202,CAD,22.02,22.22
20210202,SGD,21.21,21.39
20210202,CHF,31.47,31.72
20210202,JPY,0.2683,0.2723
20210202,ZAR,1.853,1.933
20210202,SEK,3.32,3.42
20210202,NZD,20.24,20.44
20210202,THB,0.9306,0.9706
20210202,EUR,34.04,34.44
20210202,CNY,4.359,4.409
20210201,USD,28.31,28.41
20210201,HKD,3.628,3.688
20210201,GBP,38.76,39.16
20210201,AUD,21.57,21.77
20210201,CAD,22.1,22.3
20210201,SGD,21.23,21.41
20210201,CHF,31.66,31.91
20210201,JPY,0.2688,0.2728
20210201,ZAR,1.841,1.921
20210201,SEK,3.34,3.44
20210201,NZD,20.28,20.48
20210201,THB,0.9322,0.9722
20210201,EUR,34.18,34.58
20210201,CNY,4.362,4.412
20210129,USD,28.34,28.44
20210129,HKD,3.631,3.691
20210129,GBP,38.71,39.11
20210129,AUD,21.63,21.83
20210129,CAD,21.98,22.18
20210129,SGD,21.25,21.43
20210129,CHF,31.78,32.03
20210129,JPY,0.2696,0.2736
20210129,ZAR,1.832,1.912
20210129,SEK,3.35,3.45
20210129,NZD,20.25,20.45
20210129,THB,0.9318,0.9718
20210129,EUR,34.17,34.57
20210129,CNY,4.359,4.409
20210128,USD,28.35,28.45
20210128,HKD,3.633,3.693
20210128,GBP,38.59,38.99
20210128,AUD,21.53,21.73
20210128,CAD,22.01,22.21
20210128,SGD,21.22,21.4
20210128,CHF,31.78,32.03
20210128,JPY,0.2703,0.2743
20210128,ZAR,1.812,1.892
20210128,SEK,3.34,3.44
20210128,NZD,20.15,20.35
20210128,THB,0.9302,0.9702
20210128,EUR,34.15,34.55
20210128,CNY,4.342,4.392
20210127,USD,28.31,28.41
20210127,HKD,3.628,3.688
20210127,GBP,38.81,39.21
20210127,AUD,21.84,22.04
20210127,CAD,22.2,22.4
20210127,SGD,21.32,21.5
20210127,CHF,31.85,32.1
20210127,JPY,0.2716,0.2756
20210127,ZAR,1.84,1.92
20210127,SEK,3.37,3.47
20210127,NZD,20.4,20.6
20210127,THB,0.9311,0.9711
20210127,EUR,34.27,34.67
20210127,CNY,4.354,4.404
20210126,USD,28.34,28.44
20210126,HKD,3.632,3.692
20210126,GBP,38.46,38.86
20210126,AUD,21.69,21.89
20210126,CAD,22.13,22.33
20210126,SGD,21.27,21.45
20210126,CHF,31.78,32.03
20210126,JPY,0.2716,0.2756
20210126,ZAR,1.81,1.89
20210126,SEK,3.37,3.47
20210126,NZD,20.27,20.47
20210126,THB,0.9314,0.9714
20210126,EUR,34.2,34.6
20210126,CNY,4.35,4.4
20210125,USD,28.31,28.41
20210125,HKD,3.628,3.688
20210125,GBP,38.72,39.12
20210125,AUD,21.84,22.04
20210125,CAD,22.25,22.45
20210125,SGD,21.31,21.49
20210125,CHF,31.91,32.16
20210125,JPY,0.2715,0.2755
20210125,ZAR,1.84,1.92
20210125,SEK,3.39,3.49
20210125,NZD,20.36,20.56
20210125,THB,0.9312,0.9712
20210125,EUR,34.34,34.74
20210125,CNY,4.347,4.397
20210122,USD,28.31,28.41
20210122,HKD,3.628,3.688
20210122,GBP,38.58,38.98
20210122,AUD,21.82,22.02
20210122,CAD,22.27,22.47
20210122,SGD,21.29,21.47
20210122,CHF,31.9,32.15
20210122,JPY,0.2716,0.2756
20210122,ZAR,1.84,1.92
20210122,SEK,3.37,3.47
20210122,NZD,20.28,20.48
20210122,THB,0.9308,0.9708
20210122,EUR,34.28,34.68
20210122,CNY,4.348,4.398
20210121,USD,28.3,28.4
20210121,HKD,3.627,3.687
20210121,GBP,38.65,39.05
20210121,AUD,21.89,22.09
20210121,CAD,22.36,22.56
20210121,SGD,21.32,21.5
20210121,CHF,31.74,31.99
20210121,JPY,0.2719,0.2759
20210121,ZAR,1.866,1.946
20210121,SEK,3.36,3.46
20210121,NZD,20.31,20.51
20210121,THB,0.9318,0.9718
20210121,EUR,34.17,34.57
20210121,CNY,4.36,4.41
20210120,USD,28.34,28.44
20210120,HKD,3.632,3.692
20210120,GBP,38.63,39.03
20210120,AUD,21.87,22.07
20210120,CAD,22.27,22.47
20210120,SGD,21.34,21.52
20210120,CHF,31.85,32.1
20210120,JPY,0.2717,0.2757
20210120,ZAR,1.869,1.949
20210120,SEK,3.36,3.46
20210120,NZD,20.2,20.4
20210120,THB,0.9324,0.9724
20210120,EUR,34.31,34.71
20210120,CNY,4.365,4.415
20210119,USD,28.4,28.5
20210119,HKD,3.639,3.699
20210119,GBP,38.52,38.92
20210119,AUD,21.86,22.06
20210119,CAD,22.25,22.45
20210119,SGD,21.31,21.49
20210119,CHF,31.83,32.08
20210119,JPY,0.2716,0.2756
20210119,ZAR,1.845,1.925
20210119,SEK,3.36,3.46
20210119,NZD,20.2,20.4
20210119,THB,0.9315,0.9715
20210119,EUR,34.26,34.66
20210119,CNY,4.356,4.406
20210118,USD,28.41,28.51
20210118,HKD,3.64,3.7
20210118,GBP,38.39,38.79
20210118,AUD,21.75,21.95
20210118,CAD,22.15,22.35
20210118,SGD,21.27,21.45
20210118,CHF,31.78,32.03
20210118,JPY,0.2723,0.2763
20210118,ZAR,1.82,1.9
20210118,SEK,3.34,3.44
20210118,NZD,20.13,20.33
20210118,THB,0.9302,0.9702
20210118,EUR,34.15,34.55
20210118,CNY,4.358,4.408
20210115,USD,28.41,28.51
20210115,HKD,3.64,3.7
20210115,GBP,38.69,39.09
20210115,AUD,21.95,22.15
20210115,CAD,22.36,22.56
20210115,SGD,21.37,21.55
20210115,CHF,31.91,32.16
20210115,JPY,0.2725,0.2765
20210115,ZAR,1.833,1.913
20210115,SEK,3.37,3.47
20210115,NZD,20.38,20.58
20210115,THB,0.9331,0.9731
20210115,EUR,34.35,34.75
20210115,CNY,4.374,4.424
20210114,USD,28.39,28.49
20210114,HKD,3.638,3.698
20210114,GBP,38.66,39.06
20210114,AUD,21.96,22.16
20210114,CAD,22.33,22.53
20210114,SGD,21.34,21.52
20210114,CHF,31.9,32.15
20210114,JPY,0.2715,0.2755
20210114,ZAR,1.823,1.903
20210114,SEK,3.36,3.46
20210114,NZD,20.36,20.56
20210114,THB,0.9322,0.9722
20210114,EUR,34.35,34.75
20210114,CNY,4.375,4.425
20210113,USD,28.37,28.47
20210113,HKD,3.635,3.695
20210113,GBP,38.69,39.09
20210113,AUD,21.95,22.15
20210113,CAD,22.24,22.44
20210113,SGD,21.39,21.57
20210113,CHF,31.92,32.17
20210113,JPY,0.2721,0.2761
20210113,ZAR,1.824,1.904
20210113,SEK,3.4,3.5
20210113,NZD,20.42,20.62
20210113,THB,0.9324,0.9724
20210113,EUR,34.49,34.89
20210113,CNY,4.38,4.43
20210112,USD,28.41,28.51
20210112,HKD,3.64,3.7
20210112,GBP,38.39,38.79
20210112,AUD,21.88,22.08
20210112,CAD,22.24,22.44
20210112,SGD,21.33,21.51
20210112,CHF,31.85,32.1
20210112,JPY,0.2712,0.2752
20210112,ZAR,1.798,1.878
20210112,SEK,3.39,3.49
20210112,NZD,20.36,20.56
20210112,THB,0.9289,0.9689
20210112,EUR,34.43,34.83
20210112,CNY,4.381,4.431
20210111,USD,28.41,28.51
20210111,HKD,3.64,3.7
20210111,GBP,38.21,38.61
20210111,AUD,21.83,22.03
20210111,CAD,22.22,22.42
20210111,SGD,21.31,21.49
20210111,CHF,31.91,32.16
20210111,JPY,0.2712,0.2752
20210111,ZAR,1.8,1.88
20210111,SEK,3.4,3.5
20210111,NZD,20.37,20.57
20210111,THB,0.9291,0.9691
20210111,EUR,34.48,34.88
20210111,CNY,4.371,4.421
20210108,USD,28.38,28.48
20210108,HKD,3.636,3.696
20210108,GBP,38.39,38.79
20210108,AUD,21.96,22.16
20210108,CAD,22.3,22.5
20210108,SGD,21.35,21.53
20210108,CHF,31.91,32.16
20210108,JPY,0.2715,0.2755
20210108,ZAR,1.803,1.883
20210108,SEK,3.41,3.51
20210108,NZD,20.52,20.72
20210108,THB,0.929,0.969
20210108,EUR,34.58,34.98
20210108,CNY,4.373,4.423
20210107,USD,28.35,28.45
20210107,HKD,3.633,3.693
20210107,GBP,38.4,38.8
20210107,AUD,22.01,22.21
20210107,CAD,22.31,22.51
20210107,SGD,21.45,21.63
20210107,CHF,32.14,32.39
20210107,JPY,0.2728,0.2768
20210107,ZAR,1.844,1.924
20210107,SEK,3.43,3.53
20210107,NZD,20.59,20.79
20210107,THB,0.9332,0.9732
20210107,EUR,34.77,35.17
20210107,CNY,4.383,4.433
20210106,USD,28.33,28.43
20210106,HKD,3.63,3.69
20210106,GBP,38.56,38.96
20210106,AUD,22.02,22.22
20210106,CAD,22.33,22.53
20210106,SGD,21.47,21.65
20210106,CHF,32.26,32.51
20210106,JPY,0.2742,0.2782
20210106,ZAR,1.864,1.944
20210106,SEK,3.44,3.54
20210106,NZD,20.6,20.8
20210106,THB,0.9338,0.9738
20210106,EUR,34.81,35.21
20210106,CNY,4.383,4.433
20210105,USD,28.33,28.43
20210105,HKD,3.63,3.69
20210105,GBP,38.32,38.72
20210105,AUD,21.77,21.97
20210105,CAD,22.14,22.34
20210105,SGD,21.42,21.6
20210105,CHF,32.09,32.34
20210105,JPY,0.2738,0.2778
20210105,ZAR,1.878,1.958
20210105,SEK,3.4,3.5
20210105,NZD,20.37,20.57
20210105,THB,0.9332,0.9732
20210105,EUR,34.6,35
20210105,CNY,4.377,4.427
20210104,USD,28.35,28.45
20210104,HKD,3.633,3.693
20210104,GBP,38.68,39.08
20210104,AUD,21.83,22.03
20210104,CAD,22.27,22.47
20210104,SGD,21.48,21.66
20210104,CHF,32.04,32.29
20210104,JPY,0.274,0.278
20210104,ZAR,1.913,1.993
20210104,SEK,3.42,3.52
20210104,NZD,20.38,20.58
20210104,THB,0.9356,0.9756
20210104,EUR,34.64,35.04
20210104,CNY,4.378,4.428
20210101,USD,28.35,28.45
20210101,HKD,3.633,3.693
20210101,GBP,38.68,39.08
20210101,AUD,21.83,22.03
20210101,CAD,22.27,22.47
20210101,SGD,21.48,21.66
20210101,CHF,32.04,32.29
20210101,JPY,0.274,0.278
20210101,ZAR,1.913,1.993
20210101,SEK,3.42,3.52
20210101,NZD,20.38,20.58
20210101,THB,0.9356,0.9756
20210101,EUR,34.64,35.04
20210101,CNY,4.378,4.428
